price,beds,livings,wc,area,street_width,age,ketchen,ac,furnished,district,advertiser_type,review,onMarket,IsRent
42000,2,1.0,2,1.0,20.0,0.0,1.0,1.0,0.0,حي الملقا,exclusive_marketer,4.75,19,True
22000,1,0.0,1,50.0,19.0,0.0,1.0,1.0,0.0,حي العارض,owner,4.37,77,False
21000,1,1.0,1,500.0,5.0,0.0,1.0,1.0,0.0,حي اشبيلية,agent,4.28,45,False
50000,4,1.0,2,150.0,17.0,0.0,1.0,1.0,0.0,حي العارض,normal_marketer,4.44,24,True
28000,1,1.0,1,80.0,45.0,0.0,1.0,1.0,1.0,حي اليرموك,exclusive_marketer,4.43,78,False
40000,3,1.0,2,150.0,15.0,4.0,1.0,1.0,0.0,حي الياسمين,exclusive_marketer,4.31,32,True
65000,3,2.0,3,140.0,62.0,1.0,1.0,1.0,0.0,حي الملقا,exclusive_marketer,4.27,15,True
45000,4,1.0,2,130.0,16.0,6.0,1.0,1.0,0.0,حي النرجس,owner,,27,False
36000,2,1.0,2,150.0,31.0,2.0,1.0,1.0,0.0,حي العقيق,exclusive_marketer,3.4,80,False
33000,1,1.0,1,100.0,50.0,3.0,1.0,1.0,0.0,حي الملقا,exclusive_marketer,4.43,3,True
220000,2,1.0,3,120.0,5.0,5.0,1.0,1.0,0.0,حي العليا,,4.55,99,False
40000,1,1.0,1,57.0,5.0,,1.0,1.0,0.0,حي النخيل,exclusive_marketer,4.18,33,False
47000,4,1.0,3,200.0,30.0,,0.0,1.0,0.0,حي القادسية,owner,5.0,15,True
40000,2,1.0,1,180.0,30.0,3.0,1.0,1.0,0.0,حي الملقا,owner,3.67,11,True
40000,3,1.0,2,200.0,15.0,3.0,1.0,0.0,0.0,حي القيروان,exclusive_marketer,4.58,68,True
18000,1,0.0,1,75.0,30.0,2.0,1.0,1.0,0.0,حي النرجس,exclusive_marketer,5.0,67,False
45000,4,1.0,3,150.0,20.0,0.0,1.0,1.0,0.0,حي الخزامى,normal_marketer,3.74,8,True
23000,2,1.0,2,100.0,15.0,3.0,1.0,1.0,0.0,حي السعادة,exclusive_marketer,4.41,49,False
70000,3,1.0,3,200.0,5.0,0.0,1.0,1.0,0.0,حي القيروان,,4.52,260,False
42000,3,1.0,3,120.0,15.0,4.0,1.0,1.0,0.0,حي الياسمين,owner,,60,False
65000,3,2.0,3,200.0,30.0,0.0,0.0,1.0,0.0,حي المونسية,exclusive_marketer,4.31,20,True
25000,1,1.0,1,75.0,30.0,5.0,1.0,1.0,0.0,حي الملز,exclusive_marketer,4.16,76,False
78000,3,1.0,3,166.0,36.0,0.0,1.0,0.0,0.0,حي النرجس,owner,,34,False
24000,1,1.0,1,300.0,60.0,2.0,1.0,1.0,0.0,حي اليرموك,normal_marketer,4.38,18,False
36000,2,1.0,2,136.0,20.0,3.0,1.0,1.0,0.0,حي النرجس,agent,3.8,25,False
33000,1,1.0,1,90.0,13.0,3.0,1.0,1.0,0.0,حي الربيع,normal_marketer,4.78,69,False
33000,1,1.0,2,120.0,5.0,0.0,1.0,1.0,0.0,حي العقيق,owner,4.17,165,False
27000,3,1.0,2,110.0,15.0,11.0,1.0,0.0,0.0,حي المونسية,exclusive_marketer,4.6,55,False
42000,3,1.0,2,140.0,36.0,1.0,1.0,0.0,0.0,حي قرطبة,agent,4.14,36,True
30000,3,1.0,2,150.0,18.0,,1.0,1.0,0.0,حي العارض,normal_marketer,4.31,14,True
32000,2,1.0,1,105.0,30.0,5.0,1.0,0.0,0.0,حي الملقا,exclusive_marketer,4.0,11,True
35000,2,1.0,2,11.0,5.0,,1.0,1.0,0.0,حي الملقا,exclusive_marketer,4.72,10,True
80000,3,1.0,3,170.0,38.0,0.0,1.0,1.0,0.0,حي القيروان,exclusive_marketer,4.26,57,True
90000,4,2.0,3,255.0,36.0,0.0,1.0,1.0,1.0,حي العارض,normal_marketer,3.74,22,True
75000,4,1.0,3,140.0,21.0,1.0,1.0,1.0,0.0,حي الندى,exclusive_marketer,4.42,22,True
40000,3,1.0,2,150.0,5.0,,1.0,1.0,0.0,حي العارض,normal_marketer,4.44,45,True
23000,1,1.0,1,75.0,5.0,0.0,1.0,1.0,0.0,حي اليرموك,owner,4.37,87,False
24000,3,1.0,2,150.0,30.0,1.0,1.0,0.0,0.0,حي الرمال,normal_marketer,4.22,24,False
70000,3,2.0,4,1.0,35.0,0.0,1.0,1.0,0.0,حي النرجس,owner,4.0,23,False
30000,5,2.0,5,400.0,5.0,6.0,0.0,0.0,0.0,حي العريجاء الغربية,exclusive_marketer,4.76,23,False
45000,3,1.0,3,150.0,20.0,0.0,0.0,1.0,0.0,حي المونسية,owner,4.06,20,True
70000,4,1.0,3,180.0,32.0,0.0,1.0,1.0,0.0,حي الريان,exclusive_marketer,4.31,17,True
12000,2,0.0,1,100.0,5.0,12.0,1.0,1.0,0.0,حي الشرفية,agent,4.14,51,False
48000,4,1.0,3,170.0,20.0,2.0,1.0,1.0,0.0,حي ظهرة لبن,normal_marketer,4.31,7,True
70000,3,1.0,3,144.0,36.0,0.0,1.0,1.0,0.0,حي الريان,owner,,23,False
60000,3,1.0,2,160.0,29.0,0.0,1.0,1.0,0.0,حي النرجس,normal_marketer,4.79,21,True
75000,3,1.0,3,150.0,32.0,0.0,1.0,1.0,0.0,حي قرطبة,normal_marketer,4.28,55,False
40000,3,1.0,2,100.0,5.0,,1.0,1.0,0.0,حي العقيق,agent,4.23,91,False
57000,4,1.0,3,150.0,35.0,2.0,1.0,1.0,0.0,حي الفلاح,exclusive_marketer,4.5,24,True
45000,3,1.0,2,140.0,20.0,0.0,1.0,0.0,0.0,حي اليرموك,agent,4.3,56,False
75000,2,2.0,5,180.0,24.0,0.0,1.0,1.0,0.0,حي الريان,exclusive_marketer,4.5,123,False
25000,1,0.0,1,100.0,5.0,,1.0,1.0,0.0,حي النفل,owner,4.48,131,False
65000,5,1.0,3,200.0,36.0,8.0,1.0,1.0,0.0,حي قرطبة,exclusive_marketer,4.0,17,False
33500,3,1.0,2,168.0,15.0,2.0,0.0,0.0,0.0,حي العارض,owner,4.64,22,True
45000,4,1.0,2,180.0,17.0,2.0,1.0,1.0,0.0,حي العارض,owner,3.81,29,True
95000,3,2.0,5,188.0,5.0,0.0,1.0,1.0,0.0,حي العارض,owner,,87,False
75000,3,1.0,3,126.0,36.0,0.0,1.0,1.0,0.0,حي النفل,exclusive_marketer,5.0,82,False
93000,4,1.0,4,220.0,37.0,0.0,1.0,1.0,0.0,حي قرطبة,normal_marketer,4.79,6,True
30000,3,1.0,3,350.0,20.0,0.0,1.0,0.0,0.0,حي الرمال,exclusive_marketer,4.52,61,True
80000,4,1.0,3,152.0,29.0,0.0,1.0,1.0,0.0,حي قرطبة,normal_marketer,4.04,23,False
20000,4,1.0,2,120.0,30.0,13.0,1.0,0.0,0.0,حي السويدي,exclusive_marketer,5.0,90,True
37000,3,1.0,2,250.0,28.0,0.0,1.0,1.0,0.0,حي العارض,owner,3.97,26,False
60000,4,1.0,4,200.0,20.0,0.0,1.0,1.0,0.0,حي الياسمين,,4.66,434,False
20000,1,1.0,1,1.0,53.0,0.0,1.0,1.0,0.0,حي اشبيلية,normal_marketer,4.3,58,False
42000,2,1.0,2,150.0,40.0,0.0,1.0,1.0,0.0,حي الوزارات,,3.98,97,True
32000,3,1.0,2,150.0,15.0,0.0,1.0,0.0,0.0,حي النرجس,exclusive_marketer,4.26,20,True
27000,1,1.0,1,120.0,32.0,2.0,1.0,1.0,1.0,حي اليرموك,exclusive_marketer,4.43,103,False
25000,1,1.0,1,120.0,35.0,0.0,1.0,1.0,0.0,حي العقيق,exclusive_marketer,4.52,61,False
18000,3,1.0,2,375.0,20.0,8.0,1.0,0.0,0.0,حي طويق,exclusive_marketer,4.79,28,True
26000,4,1.0,2,130.0,30.0,5.0,1.0,0.0,0.0,حي الزهرة,owner,4.34,28,False
17000,3,1.0,2,300.0,20.0,0.0,1.0,0.0,0.0,حي طويق,normal_marketer,4.78,407,False
23000,1,1.0,1,80.0,5.0,0.0,1.0,1.0,0.0,حي اليرموك,owner,3.5,68,False
15000,1,0.0,1,11.0,5.0,,1.0,1.0,0.0,حي المعيزلة,exclusive_marketer,4.72,51,False
50000,4,1.0,2,200.0,30.0,9.0,1.0,1.0,0.0,حي المصيف,exclusive_marketer,4.47,19,False
21000,1,0.0,1,100.0,5.0,0.0,1.0,1.0,0.0,حي الملقا,owner,4.17,166,False
75000,3,1.0,3,140.0,36.0,2.0,1.0,1.0,0.0,حي القيروان,exclusive_marketer,4.6,38,False
45000,3,1.0,2,,,,1.0,1.0,0.0,حي النرجس,,4.47,282,False
24000,1,1.0,1,90.0,20.0,0.0,1.0,1.0,0.0,حي اليرموك,normal_marketer,5.0,106,False
85000,3,2.0,4,189.0,30.0,0.0,1.0,0.0,0.0,حي القيروان,exclusive_marketer,4.54,40,False
24000,3,1.0,2,100.0,5.0,1.0,1.0,0.0,0.0,حي المهدية,exclusive_marketer,,37,False
27000,3,1.0,2,120.0,15.0,8.0,1.0,1.0,0.0,حي المونسية,normal_marketer,4.63,34,False
42000,2,1.0,1,,,0.0,1.0,1.0,0.0,حي الخليج,,1.0,31,False
35000,4,1.0,2,120.0,5.0,5.0,1.0,1.0,0.0,حي النرجس,exclusive_marketer,4.05,19,True
38000,3,1.0,2,250.0,23.0,,1.0,1.0,0.0,حي العارض,owner,3.97,21,False
27000,2,1.0,1,80.0,11.0,4.0,1.0,1.0,0.0,حي اشبيلية,exclusive_marketer,4.67,116,False
18000,1,0.0,1,30.0,41.0,2.0,1.0,1.0,0.0,حي غرناطة,normal_marketer,4.31,61,True
62000,4,1.0,3,165.0,30.0,0.0,1.0,1.0,0.0,حي النرجس,normal_marketer,3.97,33,False
25000,3,1.0,2,130.0,20.0,1.0,1.0,0.0,0.0,حي القادسية,exclusive_marketer,4.09,60,True
48000,3,1.0,2,120.0,20.0,1.0,1.0,1.0,0.0,حي الياسمين,exclusive_marketer,4.8,22,True
19000,1,0.0,1,30.0,5.0,5.0,1.0,1.0,0.0,حي قرطبة,,4.35,60,False
35000,3,1.0,2,145.0,19.0,2.0,1.0,0.0,0.0,حي العارض,exclusive_marketer,4.26,16,True
34000,2,1.0,1,170.0,5.0,4.0,1.0,1.0,0.0,حي الياسمين,owner,4.17,166,False
23000,1,1.0,1,20.0,5.0,0.0,1.0,1.0,0.0,حي اليرموك,owner,3.5,19,False
22000,1,1.0,1,100.0,24.0,0.0,1.0,1.0,0.0,حي الوادي,normal_marketer,3.74,63,True
25000,3,1.0,2,180.0,20.0,0.0,1.0,0.0,0.0,حي الرمال,exclusive_marketer,4.08,69,False
35000,3,1.0,2,120.0,20.0,0.0,0.0,0.0,0.0,حي النرجس,agent,4.59,6,True
45000,3,1.0,1,80.0,30.0,0.0,1.0,1.0,0.0,حي الوزارات,,4.0,45,False
45000,3,1.0,2,250.0,21.0,0.0,1.0,1.0,0.0,حي المروج,owner,4.06,4,True
32000,1,0.0,1,70.0,35.0,0.0,1.0,1.0,0.0,حي الملقا,normal_marketer,3.98,3,True
34000,2,2.0,1,200.0,36.0,2.0,1.0,1.0,0.0,حي الملقا,normal_marketer,3.23,29,True
35000,3,1.0,2,140.0,15.0,2.0,1.0,1.0,0.0,حي العارض,normal_marketer,4.36,2,True
45000,3,1.0,2,90.0,7.0,4.0,1.0,1.0,0.0,حي الروضة,exclusive_marketer,4.67,104,False
45000,3,1.0,2,150.0,26.0,0.0,1.0,0.0,0.0,حي النرجس,normal_marketer,4.28,8,True
23000,1,1.0,1,300.0,37.0,1.0,1.0,1.0,0.0,حي الشهداء,agent,3.74,37,False
78000,3,2.0,3,195.0,36.0,0.0,1.0,1.0,0.0,حي النرجس,owner,4.28,23,True
27000,2,1.0,2,140.0,29.0,3.0,1.0,1.0,0.0,حي الملك فيصل,normal_marketer,4.15,182,True
75000,4,1.0,3,180.0,5.0,0.0,1.0,1.0,0.0,حي الياسمين,normal_marketer,4.31,40,False
35000,1,1.0,1,78.0,36.0,0.0,0.0,0.0,0.0,حي القادسية,normal_marketer,4.34,60,True
75000,3,2.0,3,200.0,36.0,3.0,1.0,1.0,0.0,حي الصحافة,owner,4.85,35,False
25000,2,0.0,2,40.0,28.0,0.0,1.0,1.0,0.0,حي اليرموك,exclusive_marketer,4.43,17,False
54000,1,0.0,1,70.0,5.0,4.0,1.0,1.0,0.0,حي الربيع,exclusive_marketer,3.0,19,True
18000,2,1.0,1,,,23.0,1.0,0.0,0.0,حي النسيم الغربي,exclusive_marketer,4.42,31,True
60000,4,1.0,2,200.0,5.0,5.0,1.0,1.0,1.0,حي حطين,agent,,20,False
20000,1,1.0,1,60.0,30.0,3.0,1.0,1.0,1.0,حي النسيم الشرقي,owner,4.26,104,True
45000,3,1.0,3,1.0,20.0,0.0,1.0,0.0,0.0,حي النرجس,normal_marketer,3.75,17,False
68000,2,1.0,2,,,3.0,1.0,1.0,1.0,حي العليا,,4.23,215,False
21000,1,1.0,1,100.0,32.0,0.0,1.0,1.0,0.0,حي اليرموك,owner,4.29,5,True
28000,3,1.0,2,150.0,20.0,5.0,1.0,0.0,0.0,حي المونسية,exclusive_marketer,4.38,24,True
37000,1,1.0,1,100.0,5.0,,1.0,1.0,0.0,حي النفل,owner,4.48,49,False
45000,3,1.0,3,150.0,26.0,0.0,0.0,1.0,0.0,حي المونسية,normal_marketer,4.79,6,True
65000,4,2.0,3,200.0,36.0,3.0,1.0,1.0,0.0,حي الصحافة,normal_marketer,4.36,22,False
60000,3,1.0,2,120.0,36.0,0.0,1.0,1.0,0.0,حي النرجس,normal_marketer,5.0,18,False
23000,1,1.0,1,90.0,53.0,3.0,1.0,1.0,0.0,حي الملك فيصل,exclusive_marketer,4.43,22,False
24000,2,0.0,1,1000.0,45.0,10.0,1.0,0.0,0.0,حي السلي,owner,4.69,48,False
250000,2,1.0,4,140.0,100.0,4.0,1.0,1.0,1.0,حي العليا,owner,,20,False
14000,1,1.0,1,,,0.0,0.0,0.0,0.0,حي السويدي الغربي,exclusive_marketer,4.82,62,True
60000,2,1.0,2,115.0,30.0,0.0,1.0,1.0,0.0,حي عرقة,exclusive_marketer,,38,False
24000,1,0.0,1,60.0,5.0,0.0,1.0,1.0,0.0,حي الملقا,owner,4.37,85,False
70000,3,2.0,3,140.0,36.0,0.0,1.0,1.0,0.0,حي النرجس,exclusive_marketer,4.05,15,True
20000,3,1.0,2,120.0,20.0,0.0,0.0,0.0,0.0,حي الرمال,exclusive_marketer,4.2,27,False
20000,1,0.0,1,40.0,16.0,0.0,1.0,1.0,0.0,حي العارض,exclusive_marketer,4.43,44,True
22000,1,0.0,1,40.0,19.0,4.0,1.0,1.0,0.0,حي النفل,exclusive_marketer,4.37,38,False
22000,1,1.0,1,70.0,39.0,11.0,1.0,1.0,0.0,حي اليرموك,normal_marketer,4.42,35,False
45000,2,1.0,2,100.0,8.0,5.0,1.0,0.0,0.0,حي الملقا,exclusive_marketer,5.0,95,True
70000,3,2.0,3,200.0,35.0,0.0,0.0,1.0,0.0,حي المونسية,normal_marketer,4.34,60,False
69000,3,1.0,3,153.0,5.0,0.0,1.0,1.0,0.0,حي العارض,exclusive_marketer,4.55,64,False
80000,4,2.0,3,170.0,34.0,0.0,1.0,1.0,0.0,حي الياسمين,normal_marketer,4.31,19,True
25000,1,1.0,1,90.0,45.0,3.0,1.0,1.0,0.0,حي الشهداء,exclusive_marketer,4.43,37,False
29000,1,1.0,1,400.0,31.0,0.0,1.0,1.0,0.0,حي الربيع,owner,4.28,17,False
30000,3,1.0,2,120.0,20.0,5.0,0.0,1.0,0.0,حي العارض,exclusive_marketer,3.75,29,False
13500,1,0.0,1,,,19.0,1.0,1.0,0.0,حي الازدهار,exclusive_marketer,4.04,64,False
65000,4,2.0,4,180.0,35.0,3.0,1.0,1.0,0.0,حي الملقا,owner,3.81,37,False
70000,4,1.0,3,170.0,36.0,0.0,1.0,1.0,0.0,حي الملقا,owner,3.98,94,False
45000,3,1.0,2,130.0,15.0,0.0,1.0,1.0,0.0,حي المروج,normal_marketer,4.06,1,True
23000,4,1.0,2,100.0,30.0,,1.0,0.0,0.0,حي الزهرة,exclusive_marketer,4.89,134,False
39000,3,1.0,2,160.0,22.0,6.0,1.0,1.0,0.0,حي الملقا,exclusive_marketer,4.31,159,False
30000,3,0.0,1,120.0,5.0,,1.0,1.0,0.0,حي اليرموك,exclusive_marketer,4.12,9,True
22000,1,1.0,1,80.0,64.0,5.0,1.0,1.0,1.0,حي اشبيلية,,4.54,73,True
30000,1,1.0,1,80.0,5.0,0.0,1.0,1.0,0.0,حي النفل,owner,4.37,58,False
40000,3,1.0,2,150.0,25.0,3.0,1.0,1.0,0.0,حي قرطبة,owner,,2,True
21000,1,0.0,1,60.0,70.0,0.0,0.0,1.0,0.0,حي الياسمين,exclusive_marketer,4.43,25,False
47000,3,2.0,2,160.0,16.0,5.0,1.0,1.0,0.0,حي النرجس,normal_marketer,4.36,53,False
18000,4,0.0,2,1100.0,5.0,6.0,1.0,0.0,0.0,حي ظهرة لبن,exclusive_marketer,4.39,11,True
76000,3,2.0,3,180.0,30.0,0.0,1.0,1.0,0.0,حي الملقا,normal_marketer,3.97,48,True
45000,3,1.0,2,100.0,29.0,0.0,1.0,1.0,0.0,حي قرطبة,normal_marketer,4.69,27,False
65000,3,1.0,3,200.0,36.0,0.0,1.0,1.0,0.0,حي النرجس,exclusive_marketer,4.19,18,False
37000,1,1.0,2,150.0,22.0,0.0,1.0,1.0,0.0,حي العقيق,owner,4.49,94,True
35000,2,1.0,2,140.0,5.0,0.0,1.0,1.0,0.0,حي الفيحاء,agent,4.64,4,True
75000,4,1.0,3,139.0,30.0,0.0,1.0,1.0,0.0,حي العارض,owner,4.2,86,True
80000,3,0.0,3,1.0,5.0,0.0,1.0,1.0,0.0,حي الملقا,normal_marketer,4.21,85,False
36000,1,1.0,1,80.0,15.0,6.0,1.0,0.0,1.0,حي اشبيلية,exclusive_marketer,4.09,168,False
41000,3,1.0,2,450.0,5.0,3.0,0.0,1.0,0.0,حي العارض,exclusive_marketer,4.16,52,True
21000,2,1.0,2,1.0,20.0,,1.0,0.0,0.0,حي النهضة,exclusive_marketer,4.16,12,True
50000,3,1.0,2,120.0,30.0,0.0,1.0,1.0,0.0,حي الملقا,exclusive_marketer,4.31,22,True
23000,1,0.0,1,20.0,13.0,0.0,1.0,1.0,0.0,حي المروج,exclusive_marketer,4.43,24,False
35000,3,1.0,2,165.0,35.0,2.0,0.0,0.0,0.0,حي المونسية,exclusive_marketer,4.72,63,False
30000,3,1.0,2,145.0,5.0,0.0,1.0,0.0,0.0,حي المونسية,exclusive_marketer,4.58,26,True
25000,2,0.0,1,70.0,15.0,20.0,1.0,1.0,0.0,حي التعاون,owner,4.33,47,True
75000,3,1.0,3,166.0,20.0,0.0,1.0,1.0,0.0,حي النرجس,normal_marketer,4.0,48,False
26000,2,1.0,1,1.0,5.0,7.0,1.0,1.0,0.0,حي اليرموك,,4.35,58,False
85000,3,2.0,3,280.0,15.0,2.0,1.0,1.0,0.0,حي الياسمين,agent,4.71,32,True
24000,1,1.0,1,60.0,43.0,10.0,1.0,1.0,0.0,حي حطين,normal_marketer,4.42,66,False
35000,1,1.0,1,11.0,5.0,,1.0,1.0,0.0,حي النفل,exclusive_marketer,4.72,31,True
30000,2,1.0,2,300.0,20.0,0.0,1.0,0.0,0.0,حي العارض,normal_marketer,3.67,18,True
25000,1,1.0,1,1.0,5.0,8.0,1.0,1.0,1.0,حي الشهداء,normal_marketer,4.35,40,False
30000,2,1.0,1,90.0,20.0,5.0,1.0,1.0,0.0,حي اشبيلية,normal_marketer,4.35,20,False
38000,4,1.0,2,250.0,15.0,5.0,1.0,1.0,0.0,حي النرجس,normal_marketer,3.0,99,True
22000,3,1.0,2,180.0,5.0,,1.0,0.0,0.0,حي المهدية,exclusive_marketer,4.45,31,True
45000,3,1.0,1,80.0,25.0,0.0,1.0,1.0,0.0,حي الازدهار,owner,5.0,51,False
1000,1,0.0,1,12.0,15.0,3.0,0.0,1.0,0.0,حي النرجس,agent,4.54,5,True
65000,3,1.0,3,170.0,29.0,0.0,1.0,1.0,0.0,حي الروضة,exclusive_marketer,4.31,53,False
28500,3,1.0,2,312.0,15.0,0.0,1.0,0.0,0.0,حي المونسية,owner,,10,True
30000,2,1.0,1,120.0,40.0,2.0,1.0,1.0,0.0,حي غرناطة,normal_marketer,4.31,61,True
50000,3,1.0,3,150.0,20.0,0.0,1.0,0.0,0.0,حي النرجس,normal_marketer,3.92,24,True
2600,1,1.0,1,60.0,22.0,5.0,1.0,1.0,0.0,حي اليرموك,normal_marketer,4.35,13,True
45000,3,1.0,2,130.0,15.0,0.0,1.0,1.0,0.0,حي النرجس,normal_marketer,4.06,18,False
110000,2,1.0,2,140.0,5.0,0.0,1.0,1.0,1.0,حي العليا,exclusive_marketer,5.0,38,True
70000,4,1.0,4,175.0,32.0,0.0,0.0,1.0,0.0,حي غرناطة,exclusive_marketer,4.31,36,False
75000,3,2.0,3,150.0,36.0,1.0,1.0,1.0,0.0,حي القيروان,exclusive_marketer,3.67,129,False
80000,3,2.0,3,160.0,5.0,0.0,1.0,1.0,0.0,حي الندى,exclusive_marketer,4.43,20,False
20000,4,1.0,2,160.0,30.0,10.0,0.0,0.0,0.0,حي المنصورة,agent,4.18,25,False
75000,4,2.0,4,117.0,30.0,,1.0,1.0,0.0,حي النفل,owner,4.88,57,False
23000,1,1.0,1,100.0,25.0,5.0,1.0,1.0,1.0,حي الشهداء,normal_marketer,5.0,33,False
67000,4,1.0,3,170.0,20.0,0.0,1.0,1.0,0.0,حي غرناطة,normal_marketer,4.31,5,True
82000,3,1.0,3,175.0,30.0,0.0,1.0,1.0,0.0,حي النرجس,exclusive_marketer,4.5,29,False
30000,3,1.0,2,150.0,15.0,5.0,0.0,0.0,0.0,حي العارض,normal_marketer,3.74,7,True
22000,1,0.0,1,20.0,15.0,1.0,1.0,1.0,0.0,حي العارض,normal_marketer,4.37,61,False
30000,1,1.0,1,80.0,5.0,0.0,1.0,1.0,1.0,حي الشهداء,owner,4.37,108,False
17000,1,0.0,1,80.0,5.0,0.0,1.0,1.0,0.0,حي القدس,exclusive_marketer,4.54,20,False
20000,1,1.0,2,375.0,30.0,,1.0,0.0,0.0,حي السعادة,normal_marketer,4.42,29,False
55000,5,2.0,2,300.0,15.0,0.0,1.0,1.0,0.0,حي النرجس,normal_marketer,3.75,17,False
30000,3,1.0,2,140.0,5.0,0.0,1.0,0.0,0.0,حي العارض,exclusive_marketer,4.43,42,True
28000,4,1.0,2,140.0,20.0,0.0,0.0,0.0,0.0,حي المهدية,owner,5.0,33,True
17000,1,0.0,1,30.0,16.0,4.0,1.0,1.0,0.0,حي اليرموك,exclusive_marketer,4.31,131,False
25000,1,1.0,1,70.0,5.0,0.0,1.0,1.0,1.0,حي اليرموك,owner,4.37,19,False
32000,2,0.0,1,80.0,8.0,0.0,1.0,1.0,0.0,حي اشبيلية,exclusive_marketer,4.67,65,False
16000,3,1.0,2,1.0,20.0,10.0,1.0,0.0,0.0,حي الدار البيضاء,agent,4.61,16,True
28000,1,1.0,1,60.0,5.0,0.0,1.0,1.0,1.0,حي اليرموك,owner,3.5,68,False
75000,2,1.0,3,151.0,36.0,0.0,1.0,1.0,1.0,حي قرطبة,owner,4.68,101,False
32000,1,1.0,1,28.0,30.0,0.0,1.0,1.0,0.0,حي النزهة,exclusive_marketer,4.48,61,False
25000,3,1.0,2,400.0,20.0,0.0,1.0,0.0,0.0,حي الرمال,normal_marketer,5.0,22,False
75000,3,2.0,3,180.0,36.0,0.0,1.0,1.0,0.0,حي الياسمين,owner,4.28,27,True
45000,3,1.0,2,5.0,5.0,,0.0,0.0,0.0,حي المونسية,exclusive_marketer,4.36,7,True
70000,3,1.0,2,160.0,36.0,0.0,1.0,1.0,0.0,حي القيروان,exclusive_marketer,4.35,95,False
25000,2,1.0,1,10.0,30.0,,1.0,0.0,0.0,حي المروج,exclusive_marketer,4.63,51,True
25000,1,1.0,1,70.0,18.0,2.0,1.0,1.0,0.0,حي المونسية,exclusive_marketer,4.67,115,False
34000,2,1.0,2,80.0,5.0,0.0,1.0,1.0,0.0,حي اليرموك,owner,3.5,68,False
24000,1,1.0,1,,,8.0,1.0,1.0,0.0,حي العارض,exclusive_marketer,,31,True
24000,2,1.0,1,200.0,35.0,5.0,1.0,1.0,0.0,حي الخليج,agent,4.26,35,False
60000,5,1.0,4,450.0,15.0,7.0,1.0,1.0,0.0,حي المروج,agent,4.58,21,True
22000,1,1.0,1,60.0,31.0,5.0,1.0,1.0,0.0,حي الملك فيصل,exclusive_marketer,5.0,22,False
40000,1,1.0,2,150.0,36.0,8.0,1.0,1.0,0.0,حي الصحافة,exclusive_marketer,4.37,16,True
20000,1,0.0,1,90.0,5.0,0.0,1.0,1.0,0.0,حي اليرموك,owner,3.5,79,False
50000,3,1.0,2,350.0,25.0,0.0,1.0,1.0,0.0,حي قرطبة,exclusive_marketer,4.64,30,True
35000,4,1.0,2,250.0,20.0,,1.0,0.0,0.0,حي المهدية,exclusive_marketer,4.45,57,False
25000,2,1.0,1,190.0,33.0,0.0,1.0,1.0,0.0,حي الخليج,owner,4.49,19,False
60000,3,1.0,3,312.0,18.0,0.0,1.0,1.0,1.0,حي القيروان,agent,5.0,29,False
50960,2,2.0,2,127.0,25.0,0.0,1.0,1.0,0.0,حي القيروان,,4.48,119,False
28000,1,2.0,1,120.0,93.0,5.0,1.0,1.0,0.0,حي الشهداء,,4.54,59,True
90000,4,1.0,3,224.0,22.0,1.0,1.0,1.0,0.0,حي حطين,exclusive_marketer,4.49,20,False
25000,1,1.0,1,50.0,29.0,4.0,1.0,1.0,0.0,حي المونسية,owner,4.52,61,False
35000,3,1.0,1,100.0,1.0,6.0,1.0,1.0,0.0,حي الوزارات,owner,4.44,168,False
23000,1,1.0,1,150.0,30.0,0.0,1.0,1.0,0.0,حي اليرموك,exclusive_marketer,5.0,30,False
25000,3,1.0,2,200.0,30.0,10.0,1.0,0.0,0.0,حي غرناطة,exclusive_marketer,4.06,20,False
75000,3,1.0,3,300.0,30.0,0.0,1.0,1.0,0.0,حي الملقا,normal_marketer,4.22,31,False
75000,3,1.0,3,166.0,19.0,0.0,1.0,1.0,0.0,حي النرجس,agent,4.37,30,False
40000,1,1.0,1,100.0,5.0,0.0,1.0,1.0,0.0,حي العقيق,owner,4.11,8,True
125000,3,1.0,1,200.0,15.0,2.0,1.0,1.0,1.0,حي الحمراء,normal_marketer,4.43,39,True
15000,2,0.0,1,60.0,30.0,17.0,1.0,0.0,0.0,حي الخليج,exclusive_marketer,,11,True
90000,3,1.0,3,130.0,35.0,0.0,1.0,1.0,0.0,حي حطين,exclusive_marketer,4.48,103,False
26000,3,1.0,2,150.0,5.0,0.0,1.0,0.0,0.0,حي الرمال,exclusive_marketer,4.34,29,False
23000,2,0.0,1,140.0,20.0,5.0,1.0,1.0,0.0,حي قرطبة,exclusive_marketer,4.08,21,True
22000,1,1.0,1,60.0,31.0,5.0,1.0,1.0,0.0,حي اشبيلية,exclusive_marketer,4.16,31,False
67000,4,1.0,3,175.0,34.0,0.0,1.0,1.0,0.0,حي غرناطة,exclusive_marketer,4.31,4,True
18000,4,1.0,2,160.0,15.0,7.0,0.0,0.0,0.0,حي طويق,owner,4.36,182,True
40000,2,1.0,1,100.0,100.0,,1.0,1.0,0.0,حي الملقا,owner,4.48,69,True
33000,2,1.0,2,115.0,58.0,4.0,1.0,1.0,0.0,حي اشبيلية,exclusive_marketer,4.5,31,False
65000,4,2.0,3,150.0,20.0,0.0,0.0,0.0,0.0,حي المونسية,agent,5.0,86,False
